label,prob_benign_mean,prob_benign_std,prob_no_tumor_mean
1,0.5597417,0.23810732,0.44025832
1,0.0552163,0.01006597,0.9447837
1,0.050703403,0.012101913,0.9492966
1,0.053830113,0.011566053,0.9461699
1,0.07929654,0.033856083,0.9207035
1,0.056195505,0.015175718,0.9438045
1,0.16402481,0.09581231,0.83597517
1,0.05801757,0.013836722,0.94198245
1,0.055075254,0.010734102,0.9449248
1,0.056361444,0.014384539,0.94363856
1,0.054706912,0.012684209,0.94529307
1,0.05509751,0.012493865,0.9449025
1,0.04934265,0.013011942,0.95065737
1,0.059825826,0.023994822,0.94017416
1,0.07065446,0.013520008,0.92934555
1,0.057115875,0.013810112,0.94288415
1,0.052858736,0.011317777,0.9471413
1,0.045026354,0.015770817,0.95497364
1,0.057906706,0.014235883,0.9420933
1,0.059732188,0.019315088,0.9402678
1,0.059285376,0.012430517,0.9407146
1,0.055758897,0.050145503,0.9442411
1,0.056474056,0.017170366,0.94352597
1,0.050640877,0.013191097,0.9493591
1,0.0582137,0.015635086,0.9417863
1,0.31370056,0.13804497,0.68629944
1,0.050172012,0.012449135,0.94982797
1,0.049041703,0.01058065,0.9509583
1,0.08155485,0.053874403,0.91844517
1,0.052230325,0.013034213,0.9477697
1,0.0788628,0.020551376,0.9211372
1,0.05224492,0.011470323,0.9477551
1,0.052625958,0.011597534,0.94737405
1,0.8598784,0.05082748,0.14012158
1,0.08709053,0.054270428,0.91290945
1,0.05520135,0.011888529,0.94479865
1,0.055257753,0.012535251,0.94474226
1,0.06532859,0.023679323,0.9346714
1,0.054324646,0.013908235,0.9456754
1,0.09304783,0.02839342,0.90695214
1,0.054205395,0.011856458,0.9457946
1,0.04876525,0.014776947,0.95123476
1,0.059113137,0.011776711,0.94088686
1,0.049454078,0.0120876385,0.9505459
1,0.05594108,0.012522233,0.9440589
1,0.063733734,0.016882855,0.93626624
1,0.052110408,0.014623955,0.94788957
1,0.05726667,0.012751686,0.94273335
1,0.60974723,0.18143876,0.39025277
1,0.056409158,0.010722965,0.9435908
1,0.05778753,0.019075584,0.94221246
1,0.08192191,0.025395304,0.91807806
1,0.07246815,0.022409724,0.92753184
1,0.051871073,0.009984322,0.94812894
1,0.08683739,0.0333835,0.9131626
1,0.8855433,0.050423197,0.11445671
1,0.053133864,0.017275147,0.94686615
1,0.046769448,0.03291256,0.95323056
1,0.06133444,0.013414404,0.93866557
1,0.059272658,0.013032719,0.94072735
1,0.95453095,0.012340399,0.045469046
1,0.052713316,0.014101672,0.94728667
1,0.05677332,0.012324241,0.9432267
1,0.052071486,0.011760593,0.9479285
1,0.052449152,0.012868477,0.94755083
1,0.052510146,0.01240882,0.94748986
1,0.08025152,0.029742608,0.9197485
1,0.053654246,0.013749862,0.94634575
1,0.81017745,0.09535435,0.18982255
1,0.72904736,0.18982705,0.27095264
1,0.057455517,0.015409891,0.94254446
1,0.057415966,0.02353659,0.94258404
1,0.059553605,0.01214228,0.9404464
