bin_idx,bin_lower,bin_upper,count,confidence,accuracy,abs_gap
3,0.30000001192092896,0.4000000059604645,73,0.3571290969848633,0.410958904109589,0.05382980712472574
4,0.4000000059604645,0.5,87,0.45600828528404236,0.7011494252873564,0.245141140003314
5,0.5,0.6000000238418579,162,0.550997793674469,0.7716049382716049,0.22060714459713593
6,0.6000000238418579,0.699999988079071,201,0.6381672024726868,0.8855721393034826,0.24740493683079579
