bin_idx,bin_lower,bin_upper,count,confidence,accuracy,abs_gap
3,0.30000001192092896,0.4000000059604645,96,0.36925947666168213,0.4583333333333333,0.08907385667165119
4,0.4000000059604645,0.5,159,0.44808512926101685,0.7484276729559748,0.30034254369495794
5,0.5,0.6000000238418579,184,0.5562335252761841,0.8315217391304348,0.27528821385425073
6,0.6000000238418579,0.699999988079071,84,0.6249891519546509,0.9285714285714286,0.3035822766167777
